date, min, max, pm25, q1, q3, stdev, count
2024/12/02, 0, 3.33, 0.56, 0.2, 0.98, 0.569, 476
2024/12/03, 0.2, 6.28, 0.93, 0.7, 1.33, 0.972, 474
2024/12/04, 0, 4.82, 1.25, 0.6, 1.75, 0.817, 476
2024/12/05, 0, 15.77, 1.9, 0.63, 2.71, 1.621, 477
2024/12/06, 0.3, 11.93, 1.55, 1.14, 1.97, 0.811, 476
2024/12/07, 0, 6.05, 0.2, 0.1, 0.88, 1.243, 476
2024/12/08, 0, 108.75, 0.59, 0.32, 0.82, 5.002, 476
2024/12/09, 0.3, 4.38, 1.12, 0.7, 2.1, 0.881, 471
2024/12/10, 2, 15.1, 5.13, 3.6, 6.72, 2.009, 451
2024/12/11, 1.08, 20.63, 3.65, 2.58, 6.47, 3.096, 466
2024/12/12, 2.4, 12.05, 4.63, 3.8, 5.57, 1.301, 463
2024/12/13, 0.43, 14.32, 2.6, 1.3, 3.75, 1.819, 448
2024/12/14, 0, 3.88, 0.47, 0.3, 0.7, 0.539, 419
2024/12/15, 0, 2.52, 0.22, 0.1, 0.4, 0.309, 475
2024/12/16, 0, 8.23, 1.25, 0.6, 1.75, 0.796, 419
2024/12/17, 0, 5.8, 1.44, 0.7, 2, 0.941, 434
2024/12/18, 0, 3.6, 0.6, 0.4, 0.85, 0.433, 442
2024/12/19, 0.03, 3.47, 0.4, 0.2, 1, 0.524, 210
2024/12/20, 0.2, 6.78, 1.17, 0.7, 1.69, 0.741, 357
2024/12/21, 0, 7.85, 2.27, 0.9, 3.34, 1.603, 428
2024/12/22, 0.3, 8.19, 1.48, 0.9, 2.13, 0.925, 475
2024/12/23, 0, 9.63, 0.9, 0.32, 1.4, 0.897, 463
2024/12/24, 0, 6, 0.15, 0.1, 0.35, 0.588, 458
2024/12/25, 0, 4.7, 0.2, 0.1, 0.4, 0.358, 476
2024/12/26, 0, 41, 0.6, 0.38, 0.88, 2.871, 475
2024/12/27, 0.08, 4, 0.4, 0.3, 0.6, 0.481, 475
2024/12/28, 0.2, 8.43, 0.7, 0.5, 0.9, 0.476, 476
2024/12/29, 0.3, 3.08, 1, 0.77, 1.33, 0.429, 393
2024/12/30, 0.1, 11.38, 1.1, 0.6, 1.88, 1.332, 221
2024/12/31, 0.1, 6.95, 1.17, 0.46, 1.74, 0.844, 328
2025/01/01, 0.1, 4.72, 1.25, 0.82, 1.62, 0.601, 453
2025/01/02, 0.1, 14.23, 0.6, 0.4, 0.85, 1.199, 474
2025/01/03, 0.1, 7.8, 0.8, 0.43, 1.72, 1.162, 469
2025/01/04, 0.2, 17.82, 1.58, 0.88, 2.7, 1.936, 475
2025/01/05, 0.3, 6.9, 2.38, 1.1, 3.7, 1.638, 473
2025/01/06, 0, 2.4, 0.4, 0.3, 0.6, 0.294, 475
2025/01/07, 0.1, 9, 0.4, 0.3, 0.68, 0.544, 474
2025/01/08, 0.15, 20.14, 0.88, 0.5, 1.73, 3.252, 475
2025/01/09, 0.2, 5.3, 0.9, 0.6, 1.38, 0.747, 475
2025/01/10, 0.32, 23.65, 2.4, 0.95, 4.45, 2.841, 474
2025/01/11, 0.7, 19.75, 3.33, 2.1, 6.28, 3.06, 475
2025/01/12, 1.58, 14.8, 5.13, 2.6, 6.72, 2.213, 474
2025/01/13, 0, 8.07, 0.44, 0.2, 1.02, 1.325, 434
2025/01/14, 0.4, 10.9, 1.34, 1, 1.77, 1.283, 326
2025/01/15, 0, 5.28, 0.65, 0.3, 1.3, 0.786, 473
2025/01/16, 1.12, 11.98, 2.6, 1.95, 3.22, 1.105, 476
2025/01/17, 0.95, 11.15, 2.52, 2.1, 3.1, 0.907, 474
2025/01/18, 2.22, 11.32, 5, 4.29, 5.75, 1.25, 473
2025/01/19, 2.17, 14.07, 5.88, 4.73, 7.78, 2.36, 473
2025/01/20, 1.58, 12.13, 5, 3.41, 8.64, 2.815, 473
2025/01/21, 0.2, 7.8, 1.8, 0.7, 4, 1.983, 474
2025/01/22, 0.9, 8.93, 3.5, 2.25, 4.57, 1.479, 470
2025/01/23, 0.1, 15.52, 1.7, 1.12, 2.4, 1.452, 473
2025/01/24, 0, 9.6, 1.9, 1.27, 2.97, 1.53, 474
2025/01/25, 0, 6.7, 0.56, 0.2, 0.9, 0.726, 439
2025/01/26, 0.1, 1.67, 0.73, 0.55, 0.9, 0.311, 177
2025/01/27, 0.1, 13.05, 2.29, 1.3, 4.15, 2.174, 392
2025/01/28, 0.1, 8.77, 0.9, 0.5, 3, 2.102, 476
2025/01/29, 0.1, 4.43, 0.52, 0.4, 0.7, 0.375, 477
2025/01/30, 0.1, 16.25, 0.8, 0.5, 1.17, 1.547, 344
2025/01/31, 0.1, 19.77, 2.83, 0.94, 6.04, 4.093, 397
2025/02/01, 1.05, 9, 2.35, 2, 2.78, 0.91, 310
2025/02/02, 0.1, 16.07, 1.35, 0.6, 2.42, 1.429, 412
2025/02/03, 0.1, 6.5, 0.9, 0.6, 1.3, 0.682, 475
2025/02/04, 0, 6.53, 0.2, 0.1, 0.51, 0.579, 473
2025/02/05, 0.2, 10.48, 1.02, 0.76, 1.33, 0.679, 476
2025/02/06, 0.63, 14.63, 1.63, 1.1, 3.31, 2.452, 472
2025/02/07, 0.9, 5.97, 2.45, 1.85, 3.26, 0.997, 441
2025/02/08, 0.4, 13.88, 2.29, 1.12, 7.95, 3.725, 433
2025/02/09, 5.7, 28.13, 12.35, 9.51, 16.21, 5.848, 457
2025/02/10, 1.55, 8.98, 3.55, 2.89, 4.44, 1.397, 472
2025/02/11, 3.7, 19.88, 9.52, 5.82, 14.98, 4.919, 240
2025/02/12, 2.13, 8.52, 5.28, 4.59, 5.88, 1.158, 417
2025/02/13, 0.28, 3.63, 1.27, 0.75, 1.92, 0.719, 402
2025/02/14, 2.38, 13.35, 3.65, 3.22, 4.23, 1.33, 253
2025/02/15, 7.93, 21.23, 13.85, 10.09, 17.09, 3.784, 368
2025/02/16, 2.42, 13.77, 7.17, 4.51, 10.81, 3.283, 276
2025/02/17, 2.6, 21.88, 7.63, 5.71, 14.02, 5.062, 369
2025/02/18, 2.17, 34.22, 8.82, 3.84, 24.9, 10.482, 437
2025/02/19, 10.38, 29.33, 19.6, 17.14, 22.98, 4.045, 463
2025/02/20, 0, 12.73, 1.65, 0.1, 3.3, 2.42, 463
2025/02/21, 0, 6.75, 0.9, 0.2, 2.17, 1.615, 461
2025/02/22, 0.1, 5.38, 1.65, 1.17, 2.2, 0.787, 471
2025/02/23, 0, 4.84, 1.32, 0.47, 2.22, 1.136, 470
2025/02/24, 0.1, 7.18, 2.25, 1.6, 3.28, 1.277, 466
2025/02/25, 0.1, 3.72, 0.87, 0.65, 1.1, 0.409, 468
2025/02/26, 0.2, 15.57, 1.1, 0.63, 2.22, 1.765, 468
2025/02/27, 0.2, 8.93, 0.75, 0.4, 1.05, 1.087, 329
2025/02/28, 0.7, 3.78, 2.02, 1.49, 2.62, 0.783, 80
2025/03/01, 0.3, 16.3, 1.2, 0.75, 1.74, 1.332, 316
2025/03/02, 0.3, 5.75, 1.08, 0.6, 2, 0.908, 467
2025/03/03, 0.1, 6.03, 0.7, 0.4, 1.2, 0.699, 466
2025/03/04, 0.28, 6.53, 0.93, 0.6, 1.63, 0.803, 463
2025/03/05, 0, 8.75, 0.8, 0.4, 1.35, 1.559, 466
2025/03/06, 2.97, 7.05, 4.7, 4.13, 5.34, 0.848, 120
2025/03/07, 0.35, 13.02, 3.08, 2.04, 4.68, 2.612, 340
2025/03/08, 9.52, 29.8, 21.9, 17.59, 23.9, 4.575, 465
2025/03/09, 19.39, 54.58, 35.86, 31.03, 40.15, 6.642, 460
2025/03/10, 0.3, 53.38, 2.39, 1.33, 31.4, 17.218, 462
2025/03/11, 0.1, 2.7, 0.43, 0.28, 0.8, 0.429, 471
2025/03/12, 0, 1.4, 0.3, 0.2, 0.5, 0.25, 471
2025/03/13, 0.08, 6.6, 0.4, 0.22, 1.8, 1.577, 301
2025/03/14, 0.2, 4.09, 0.85, 0.52, 1.39, 0.758, 220
2025/03/15, 0.73, 1.2, 0.85, 0.73, 0.98, 0.154, 7
2025/03/18, 4.28, 7.82, 5.05, 4.59, 5.78, 0.845, 54
2025/03/19, 5.22, 78.68, 9.19, 7.19, 11.39, 4.769, 473
2025/03/20, 10.25, 27.77, 19.13, 15.92, 23.05, 4.515, 432
2025/03/21, 12.55, 31.88, 24.63, 19.48, 27.27, 5.081, 469
2025/03/22, 0.93, 38.54, 22.71, 10.29, 31.94, 11.851, 476
2025/03/23, 9.6, 28.42, 12.73, 11.57, 14.65, 4.034, 477
2025/03/24, 0.1, 16.35, 0.88, 0.52, 6.8, 4.52, 475
2025/03/25, 0.1, 2.38, 0.52, 0.4, 0.8, 0.33, 475
2025/03/26, 0.7, 6.03, 2.1, 1.48, 3.17, 1.191, 474
2025/03/27, 0.3, 5.43, 2.59, 1.73, 3.74, 1.258, 180
2025/03/28, 0.1, 5, 0.8, 0.5, 1.08, 0.534, 366
2025/03/29, 0.08, 10.32, 1.8, 1.02, 3.38, 2.234, 460
2025/03/30, 0.28, 7.88, 1.3, 0.73, 2.42, 1.575, 326
2025/03/31, 0.4, 3.92, 1.33, 0.9, 1.88, 0.662, 430
2025/04/01, 0.5, 9.5, 2.66, 1.2, 3.28, 1.653, 178
2025/04/02, 1.85, 7.47, 3.16, 2.29, 4.88, 1.544, 142
2025/04/03, 2.22, 11.23, 5.13, 3.66, 6.82, 2.155, 469
2025/04/04, 1.92, 38.65, 5, 3.85, 9.13, 3.664, 474
2025/04/05, 1.48, 5.32, 2.47, 2.13, 2.92, 0.681, 441
2025/04/06, 1.08, 3.83, 2.27, 2, 2.58, 0.508, 286
2025/04/07, 1.23, 9.63, 2.6, 2.1, 2.97, 1.044, 266
2025/04/08, 2.29, 37.79, 5.22, 3.4, 9.68, 4.492, 468
2025/04/09, 0.9, 19.77, 3, 1.64, 6.13, 4.001, 453
2025/04/10, 2.6, 11.15, 4.5, 3.53, 5.62, 1.549, 473
2025/04/11, 1.88, 26.48, 5.07, 3.87, 5.77, 3.422, 472
2025/04/12, 1.6, 10.95, 3.97, 3.35, 5.42, 2.065, 473
2025/04/13, 0.2, 7.75, 0.6, 0.4, 0.9, 1.758, 459
2025/04/14, 0, 3.85, 0.4, 0.25, 0.6, 0.374, 475
2025/04/15, 0.1, 10.48, 0.8, 0.4, 1.4, 2.245, 458
2025/04/16, 0.22, 8.57, 1.92, 0.99, 2.9, 1.759, 469
2025/04/17, 0.03, 3.65, 0.35, 0.2, 0.51, 0.562, 476
2025/04/18, 0.2, 7.82, 1.33, 0.7, 2, 1.244, 476
2025/04/19, 0.4, 4.45, 1.2, 0.8, 2, 0.901, 408
2025/04/20, 0.28, 7.38, 0.77, 0.55, 1.27, 0.714, 474
2025/04/21, 0.5, 8.13, 2.7, 1.17, 4.88, 1.938, 475
2025/04/22, 0.3, 3.1, 0.9, 0.63, 1.25, 0.447, 474
2025/04/23, 0.6, 15.25, 9.43, 5.9, 11.85, 4.083, 475
2025/04/24, 1.05, 11.88, 3.03, 2.08, 4.28, 2.106, 476
2025/04/25, 1.23, 6.22, 3.58, 2.8, 4.25, 1.032, 475
2025/04/26, 0.8, 16.38, 10.1, 3.9, 11.77, 4.409, 475
2025/04/27, 0.13, 16.55, 1.5, 1.02, 2.02, 1.022, 474
2025/04/28, 0.8, 4.7, 2, 1.5, 2.54, 0.756, 474
2025/04/29, 0.56, 3.7, 1.7, 1.25, 2.15, 0.633, 476
2025/04/30, 0.6, 10.55, 3.46, 2.04, 5.95, 2.514, 476
2025/05/01, 0.35, 15.3, 2.9, 1.17, 5.96, 3.527, 473
2025/05/02, 0.1, 5.38, 0.8, 0.55, 2.08, 0.97, 435
2025/05/03, 0.1, 38.2, 0.6, 0.25, 1.27, 2.583, 395
2025/05/04, 0.1, 2.8, 0.52, 0.35, 1.08, 0.496, 475
2025/05/05, 0.4, 7.55, 1.4, 1.08, 1.8, 0.793, 476
2025/05/06, 0.6, 9.44, 1.45, 1, 2.02, 1.695, 474
2025/05/07, 0.8, 10.7, 1.77, 1.38, 5.29, 2.55, 472
2025/05/08, 0.5, 4.13, 1.77, 1.27, 2.29, 0.669, 475
2025/05/09, 0.52, 5, 1.4, 1.08, 2.2, 0.725, 474
2025/05/10, 0.8, 5.68, 1.63, 1.3, 2.02, 0.953, 476
2025/05/11, 0.77, 13.1, 2.7, 1.6, 4.17, 1.569, 476
2025/05/12, 3.42, 25.23, 8.73, 5.25, 15.43, 6.024, 475
2025/05/13, 2.08, 22.65, 10.73, 7.07, 14.52, 4.989, 475
2025/05/14, 0.5, 13.3, 2.22, 1.55, 8.17, 3.667, 476
2025/05/15, 1.2, 5.57, 2.52, 2.02, 3.1, 0.732, 476
2025/05/16, 0.5, 8.69, 2.78, 1.5, 3.54, 1.297, 476
2025/05/17, 0.77, 6.63, 2.42, 1.73, 3.45, 1.093, 475
2025/05/18, 1.08, 10.57, 2.33, 1.87, 2.97, 0.86, 476
2025/05/19, 2.85, 10.55, 4.43, 4, 4.97, 0.788, 475
2025/05/20, 0.5, 9.82, 2.48, 1.08, 4.93, 2.051, 476
2025/05/21, 1.08, 10.55, 2.2, 1.77, 3.33, 1.36, 475
2025/05/22, 0.38, 9.69, 0.88, 0.7, 1.15, 0.685, 476
2025/05/23, 0.4, 7.2, 1.02, 0.77, 1.45, 1.361, 476
2025/05/24, 0, 1.98, 0.4, 0.2, 0.7, 0.33, 475
2025/05/25, 0.1, 3.22, 0.65, 0.47, 0.9, 0.405, 474
2025/05/26, 0.1, 3.05, 0.7, 0.4, 1.04, 0.461, 476
2025/05/27, 0.15, 2.67, 0.7, 0.52, 0.88, 0.297, 476
2025/05/28, 0.2, 2.85, 0.5, 0.4, 0.63, 0.262, 476
2025/05/29, 0, 4.5, 0.55, 0.2, 1.27, 0.961, 461
2025/05/30, 0.2, 3.9, 0.6, 0.4, 1.51, 0.829, 476
2025/05/31, 0.2, 10.07, 1.05, 0.7, 1.73, 1.999, 476
2025/06/01, 0.2, 2.5, 0.8, 0.6, 1.12, 0.397, 476
2025/06/02, 0.32, 3.67, 1.17, 0.93, 1.52, 0.525, 471
2025/06/03, 0.1, 3.6, 1.42, 0.93, 1.95, 0.709, 476
2025/06/04, 0.1, 2.85, 1, 0.77, 1.27, 0.435, 473
2025/06/05, 0.3, 3.78, 1.05, 0.8, 1.35, 0.461, 475
2025/06/06, 0.2, 2.7, 0.63, 0.5, 0.88, 0.336, 476
2025/06/07, 0.17, 3.92, 0.6, 0.4, 0.8, 0.318, 474
2025/06/08, 0.2, 9.68, 0.7, 0.5, 2.4, 2.263, 473
2025/06/09, 1.48, 39.75, 14.38, 10.3, 24.27, 9.435, 475
2025/06/10, 0.5, 44.03, 2.67, 1.25, 4.7, 2.756, 475
2025/06/11, 0.98, 11.3, 5.74, 3.97, 7.72, 2.406, 474
2025/06/12, 2.67, 11.98, 6.72, 5.84, 8.28, 1.895, 421
2025/06/13, 1.27, 5.97, 3.6, 2.9, 4.25, 0.966, 475
2025/06/14, 0.9, 7.25, 4.38, 3, 5.01, 1.29, 476
2025/06/15, 0.1, 3.7, 1.08, 0.7, 1.88, 0.885, 299
2025/06/16, 1.12, 8.15, 4.3, 3.59, 5.19, 1.392, 364
2025/06/17, 0.85, 11.25, 2.76, 2.1, 4.34, 2.757, 476
2025/06/18, 0.3, 3.1, 1.17, 0.93, 1.4, 0.394, 474
2025/06/19, 0.88, 6.8, 1.7, 1.38, 2.31, 0.985, 477
2025/06/20, 2.92, 129.15, 5.93, 4.07, 7.05, 6.954, 475
2025/06/21, 6.1, 28.1, 9.32, 7.95, 10.77, 2.237, 475
2025/06/22, 0.2, 13.13, 1.08, 0.5, 4.65, 3.363, 476
2025/06/23, 0.2, 3.7, 0.7, 0.5, 1.05, 0.516, 476
2025/06/24, 0.1, 2.42, 0.6, 0.4, 1, 0.519, 476
2025/06/25, 0.1, 2.17, 0.6, 0.4, 0.7, 0.294, 476
2025/06/26, 0.1, 2.33, 0.72, 0.5, 1.05, 0.414, 476
2025/06/27, 0.1, 3.1, 1.12, 0.5, 1.63, 0.69, 476
2025/06/28, 0.3, 4.38, 2.29, 1.77, 2.74, 0.782, 476
2025/06/29, 0.73, 999.9, 1.9, 1.5, 2.65, 93.622, 476
2025/06/30, 0.1, 2.47, 1, 0.75, 1.33, 0.418, 338
2025/07/01, 0.1, 1.95, 0.51, 0.4, 0.8, 0.346, 474
2025/07/02, 0.2, 3.28, 1.1, 0.55, 1.6, 0.65, 475
2025/07/03, 0.2, 2.65, 0.65, 0.47, 0.9, 0.358, 474
2025/07/04, 0, 4.97, 0.51, 0.1, 1.99, 1.102, 476
2025/07/05, 0, 1.23, 0.2, 0.1, 0.3, 0.174, 477
2025/07/06, 0.1, 5.93, 0.4, 0.2, 1.45, 1.22, 435
2025/07/07, 0.2, 6.32, 1.3, 0.88, 1.92, 0.97, 477
2025/07/08, 0.1, 10.25, 2.27, 1.32, 2.8, 1.208, 476
2025/07/09, 0, 5.09, 0.4, 0.2, 0.56, 0.36, 475
2025/07/10, 0.3, 6.38, 0.68, 0.5, 2.94, 1.619, 477
2025/07/11, 0.5, 31.98, 1.05, 0.9, 1.4, 2.218, 475
2025/07/12, 0.7, 23.5, 1.63, 1.23, 2.2, 1.432, 477
2025/07/13, 0.3, 11.85, 2.4, 0.8, 3.78, 1.991, 475
2025/07/14, 0.3, 11.02, 1.92, 1.25, 4.57, 2.368, 475
2025/07/15, 0.1, 4.5, 1.05, 0.5, 1.6, 0.939, 477
2025/07/16, 0.73, 5.38, 2.04, 1.38, 3.35, 1.157, 477
2025/07/17, 0.3, 3.9, 1.3, 0.92, 1.65, 0.574, 477
2025/07/18, 0.2, 754.95, 1.05, 0.74, 1.3, 42.492, 477
2025/07/19, 0.52, 60.72, 1.77, 0.98, 4.5, 5.945, 475
2025/07/20, 1.48, 23.05, 9.06, 6.04, 13.3, 5.153, 472
2025/07/21, 0.3, 999.9, 1, 0.7, 1.8, 97.98, 477
2025/07/22, 0.1, 27.75, 0.7, 0.43, 6.18, 8.14, 475
2025/07/23, 2.67, 26, 11.82, 6.1, 18.62, 6.986, 477
2025/07/24, 10.02, 25.08, 15.63, 12.88, 19.6, 3.706, 475
2025/07/25, 0.3, 14.77, 5.2, 2.13, 10.31, 4.367, 476
2025/07/26, 0.28, 6.05, 2.1, 0.98, 3.13, 1.378, 477
2025/07/27, 0.2, 5.43, 2.88, 1.77, 3.58, 1.259, 473
2025/07/28, 0.28, 2.29, 0.75, 0.5, 1, 0.354, 475
2025/07/29, 0.4, 6.47, 1.38, 0.9, 1.88, 1.09, 477
2025/07/30, 0.3, 6.18, 1.35, 0.9, 2.02, 1.324, 477
2025/07/31, 0.2, 2.88, 0.73, 0.56, 1.05, 0.39, 475
2025/08/01, 0.2, 4.09, 0.4, 0.32, 0.56, 0.301, 476
2025/08/02, 0.3, 10.05, 1.05, 0.7, 2, 1.202, 477
2025/08/03, 0.1, 4.57, 1.67, 0.82, 2.27, 0.986, 475
2025/08/04, 0, 3.88, 1.6, 1.1, 2.13, 0.749, 476
2025/08/05, 0.63, 5.53, 2.1, 1.63, 3.06, 0.957, 457
2025/08/06, 0.63, 6.43, 2.8, 1.95, 3.92, 1.25, 433
2025/08/07, 0.1, 7.57, 1.65, 1, 2.8, 1.202, 461
2025/08/08, 0.6, 4.38, 2.35, 1.42, 2.83, 0.834, 466
2025/08/09, 0.6, 4.93, 2.04, 1.45, 3.17, 1.012, 454
2025/08/10, 0.3, 8.13, 1.86, 0.9, 3.52, 2.025, 476
2025/08/11, 1.05, 32.92, 5, 3.51, 6.32, 2.346, 477
2025/08/12, 2.02, 13.1, 5.68, 4.5, 6.82, 2.349, 478
2025/08/13, 7, 17.05, 11.02, 9.65, 12.02, 1.839, 467
2025/08/14, 2.97, 17.73, 10.87, 5.07, 13.29, 4.143, 472
2025/08/15, 1.55, 7.78, 4.15, 3.47, 5.25, 1.209, 407
2025/08/16, 1.77, 5.95, 3.09, 2.78, 3.57, 0.621, 464
2025/08/17, 1.73, 7.8, 3.6, 2.5, 4.7, 1.424, 475
2025/08/18, 0.6, 13, 5.88, 2.33, 7.13, 2.79, 475
2025/08/19, 0.4, 6.18, 1.55, 1.05, 2.84, 1.271, 477
2025/08/20, 0.4, 3.08, 0.9, 0.73, 1.12, 0.378, 462
2025/08/21, 0.5, 3.47, 1, 0.82, 1.48, 0.522, 306
2025/08/22, 0.88, 3.53, 1.51, 1.35, 1.79, 0.455, 308
2025/08/23, 1.05, 6.68, 2.08, 1.5, 3.08, 1.004, 475
2025/08/24, 1.1, 7.22, 3.35, 2.6, 4.5, 1.324, 477
2025/08/25, 0.9, 6.95, 2.5, 1.89, 3.64, 1.258, 476
2025/08/26, 0.2, 4.15, 1.2, 0.82, 1.6, 0.571, 476
2025/08/27, 0.2, 3.38, 1.25, 1, 1.5, 0.492, 476
2025/08/28, 0.1, 3.25, 0.7, 0.45, 1, 0.416, 475
2025/08/29, 0.2, 2.65, 0.68, 0.47, 0.98, 0.37, 476
2025/08/30, 0.1, 3.25, 0.75, 0.5, 1.14, 0.48, 477
2025/08/31, 0.68, 4.3, 1.73, 1.4, 2.13, 0.537, 474
2025/09/01, 0.1, 3.33, 0.7, 0.5, 1.08, 0.446, 476
2025/09/02, 0.1, 3.1, 0.6, 0.4, 1.02, 0.462, 474
2025/09/03, 0.35, 9.02, 1.19, 0.75, 4.05, 2.161, 476
2025/09/04, 0.1, 2.2, 0.4, 0.3, 0.6, 0.25, 475
2025/09/05, 0.2, 1.85, 0.6, 0.47, 0.75, 0.26, 385
2025/09/06, 0.4, 1.27, 0.8, 0.68, 0.9, 0.189, 19
2025/09/07, 0.1, 3.92, 1.88, 1.19, 2.2, 0.799, 208
2025/09/08, 0.2, 3.05, 0.7, 0.5, 1, 0.385, 250
2025/09/09, 0.2, 2.9, 0.68, 0.5, 0.9, 0.401, 474
2025/09/10, 0.1, 2.5, 0.75, 0.5, 1.08, 0.398, 448
2025/09/11, 0.1, 2.38, 0.5, 0.4, 0.77, 0.343, 474
2025/09/12, 0.28, 4.5, 0.8, 0.6, 1, 0.411, 477
2025/09/13, 0.1, 3, 0.43, 0.3, 0.6, 0.325, 476
2025/09/14, 0.1, 2.6, 0.68, 0.5, 0.98, 0.414, 475
2025/09/15, 0.1, 3.72, 0.8, 0.37, 1.3, 0.561, 409
2025/09/16, 0.1, 3, 0.8, 0.6, 1.05, 0.429, 475
2025/09/17, 0, 5.97, 0.9, 0.5, 2.29, 1.105, 476
2025/09/18, 0.2, 7, 1.7, 1.38, 2.1, 0.881, 476
2025/09/19, 0.13, 2.67, 0.8, 0.5, 1.08, 0.423, 454
2025/09/20, 0.1, 4.47, 1.25, 0.73, 1.75, 0.69, 372
2025/09/21, 0.1, 14.15, 0.5, 0.4, 0.68, 0.877, 475
2025/09/22, 0.2, 2.13, 0.6, 0.5, 0.8, 0.287, 475
2025/09/23, 0.2, 3.5, 0.82, 0.6, 1.14, 0.453, 474
2025/09/24, 0.1, 5.8, 0.73, 0.5, 1, 0.568, 475
2025/09/25, 0.1, 3.05, 0.56, 0.4, 0.75, 0.367, 475
2025/09/26, 0.43, 2.75, 1.1, 0.85, 1.42, 0.434, 475
2025/09/27, 0.5, 10.23, 2.38, 1.92, 3.38, 2.314, 474
2025/09/28, 0.22, 4.45, 0.7, 0.56, 0.9, 0.355, 471
2025/09/29, 0.2, 13.35, 0.7, 0.5, 1.4, 0.942, 474
2025/09/30, 0.3, 18.07, 1.6, 0.93, 1.98, 1.221, 476
2025/10/01, 0.08, 4.95, 0.3, 0.2, 0.4, 0.52, 468
2025/10/02, 0.1, 8.68, 1.6, 0.84, 2.22, 1.254, 465
2025/10/03, 0.1, 21.35, 0.98, 0.51, 3.2, 3.052, 457
2025/10/04, 0.2, 16.2, 2.58, 1.38, 3.75, 2.13, 470
2025/10/05, 0.5, 6.9, 3.22, 1.91, 4.13, 1.357, 476
2025/10/06, 0, 5.75, 0.3, 0.2, 1.1, 0.928, 475
2025/10/07, 0.1, 6.78, 1, 0.38, 1.6, 0.835, 471
2025/10/08, 0.3, 4.15, 1.33, 0.98, 1.73, 0.621, 475
2025/10/09, 0.1, 5.85, 1.35, 0.7, 1.75, 0.746, 477
2025/10/10, 0.1, 2.35, 0.52, 0.39, 0.85, 0.385, 477
2025/10/11, 0.25, 1.7, 0.5, 0.4, 0.63, 0.21, 127
2025/10/20, 1.3, 21.27, 3.16, 2, 5.72, 3.406, 122
2025/10/21, 0.1, 4.43, 0.6, 0.4, 1.5, 0.907, 476
2025/10/22, 0.13, 13.4, 0.6, 0.4, 0.92, 1.306, 476
2025/10/23, 0.2, 14.77, 0.8, 0.5, 1.35, 2.623, 475
2025/10/24, 0, 1.83, 0.65, 0.5, 0.9, 0.356, 476
2025/10/25, 0, 1.65, 0.3, 0.2, 0.4, 0.192, 475
2025/10/26, 0.03, 7.45, 0.5, 0.3, 1.44, 0.952, 477
2025/10/27, 0, 12, 0.6, 0.3, 1.13, 1.063, 473
2025/10/28, 0.4, 8.18, 2.02, 1.3, 2.88, 1.224, 475
2025/10/29, 0.1, 6.07, 0.7, 0.43, 1, 0.632, 475
2025/10/30, 0.13, 7.9, 0.77, 0.5, 1.69, 2.052, 476
2025/10/31, 0.3, 14.55, 1.91, 1.4, 2.63, 1.158, 472
2025/11/01, 0.1, 6.75, 1.4, 0.59, 1.94, 0.965, 477
2025/11/02, 0.4, 11.82, 1.14, 0.88, 1.48, 0.879, 476
2025/11/03, 0.1, 7.05, 0.6, 0.4, 1.21, 1.18, 409
2025/11/04, 0, 14.7, 1.45, 0.85, 2.13, 3.238, 425
2025/11/05, 0.3, 27.17, 4.09, 2, 6.55, 3.961, 473
2025/11/06, 0.85, 37.92, 7.6, 6.32, 8.75, 3.499, 476
2025/11/07, 1.1, 21.13, 5.57, 3.26, 8.02, 3.612, 477
2025/11/08, 0.1, 19.07, 2.75, 1.33, 13.18, 6.406, 476
2025/11/09, 0.2, 39.92, 2.13, 1.5, 2.95, 2.884, 475
2025/11/10, 0.2, 21.8, 0.8, 0.5, 4.2, 4.019, 473
2025/11/11, 0.2, 37.05, 0.7, 0.4, 1.4, 1.867, 476
2025/11/12, 0.2, 7.9, 0.93, 0.6, 1.32, 0.69, 477
2025/11/13, 0.35, 5.78, 1.52, 1.05, 2.08, 0.753, 476
2025/11/14, 0.3, 3, 0.82, 0.63, 1.19, 0.465, 233
